Record_ID,Customer_ID,dob,State_ID,Occupation_ID,Investment_Exp,Expected_Fund_Size,Residual Proportion,Freq_of_Investment_ID,Portfolio_Driver,Risk_Profile,Return_Profile,Stretegy_ID
374098362,974,5/09/1975,5,849,3,46088.98,0.481132574,2,Manual,2,3,1
578051284,1220,23/09/2015,1,331,8,15874.07,0.09551204,3,Manual,3,1,4
865566544,8163,3/05/2021,4,4,4,34450.2,0.411994404,4,Manual,1,1,2
652722044,8464,14/11/1982,8,7,10,81064.44,0.236651102,5,Manual,4,1,4
318641730,30,27/09/1970,7,312,3,51063.79,0.173592085,6,Manual,3,4,4
243142458,1232,27/05/1995,3,891,7,10494.14,0.124871991,3,Manual,1,5,5
425959085,7083,25/12/1979,5,324,3,20515.81,0.481954679,4,Auto,4,1,1
537549051,8036,25/01/2003,7,120,4,79279.97,0.067115208,2,Manual,1,2,4
809574903,3686,3/08/1986,3,379,8,38562.35,0.499007508,3,Manual,3,5,3
793030667,4918,27/03/1971,7,744,1,86639.78,0.437990857,5,Auto,4,5,4
586768073,3849,7/09/2003,3,190,6,25630.15,0.283651747,7,Manual,3,4,4
959093154,2905,14/04/1971,5,19,5,90075.88,0.397707965,2,Auto,5,5,4
327669744,4923,19/11/2013,1,479,5,26234.41,0.261829372,2,Auto,5,3,1
615132045,5699,6/08/2006,4,410,5,31324.94,0.285351524,3,Auto,4,3,3
153033079,9764,22/04/1976,5,764,3,49315,0.491571364,1,Auto,2,3,3
974181882,1792,21/01/1997,2,423,8,51179.37,0.298616479,3,Auto,3,1,5
606951323,3085,25/07/1988,6,42,10,76966.35,0.038879217,3,Manual,5,1,3
835140311,9837,4/06/2004,5,115,4,52260.47,0.480967866,1,Manual,5,1,2
826610459,2016,8/01/2015,2,697,9,78175.3,0.143339095,2,Auto,3,5,5
878458137,3306,6/01/2003,4,317,6,61086.55,0.391332816,7,Manual,4,4,3
663814643,3520,28/03/2012,3,312,9,29451.6,0.377147595,5,Manual,2,1,2
355113509,6062,23/02/2019,4,384,6,58009.25,0.360182983,1,Manual,5,1,1
288394041,6689,1/08/1977,4,153,5,18429.66,0.111655709,5,Auto,5,1,4
969356114,3189,21/08/2009,1,450,8,26518.74,0.192668362,2,Manual,4,3,1
95533739,1027,9/02/1984,2,177,7,79291.94,0.183287958,6,Manual,4,4,1
295886451,72,11/06/2016,8,1,6,59418.12,0.051199465,3,Auto,5,5,2
685761263,1382,15/01/2002,4,690,10,40326.73,0.39960495,7,Manual,3,1,3
784612199,6543,19/11/1994,1,415,3,79450.73,0.00080291,2,Auto,4,2,4
479604371,940,17/07/2008,3,728,4,28778.02,0.325071876,1,Auto,1,4,3
914373715,639,1/08/2003,7,696,3,17584.3,0.073333019,5,Manual,1,3,5
436409921,5349,9/03/2005,2,442,8,79453.69,0.484626877,2,Auto,1,1,4
431515217,4836,14/11/1973,2,306,10,70190.09,0.07314691,2,Manual,1,1,3
489179852,4555,8/04/2015,6,66,5,38490.12,0.39967934,7,Auto,5,1,1
790797342,1270,13/10/1976,1,862,5,84308.86,0.024449798,3,Manual,2,5,4
779467845,1823,24/06/1981,3,796,9,76321.85,0.344427702,6,Manual,4,5,5
139960509,9951,13/02/2014,3,218,5,48294.12,0.362579142,2,Manual,5,5,2
997547758,3841,15/04/1973,5,400,3,54759.76,0.345520578,5,Manual,5,2,5
368205723,8546,15/06/1985,2,337,9,86866.11,0.291571173,4,Auto,2,2,4
785247730,4311,12/02/1975,8,202,7,58690.53,0.207875993,7,Manual,4,1,1
338085182,1851,3/07/2006,3,386,10,1483.69,0.434026737,2,Auto,2,4,3
560367202,2047,15/02/1980,3,8,8,96672.82,0.195614551,7,Manual,4,3,2
628034656,8799,10/12/1972,1,368,10,94336.84,0.386796957,7,Auto,5,2,2
63387355,5597,22/08/1973,8,771,1,88382.25,0.011101951,3,Auto,2,5,3
467243460,1740,5/06/1996,1,695,10,76798.25,0.260443707,1,Auto,2,2,3
935313608,8757,2/11/2017,6,72,5,36795.66,0.325536575,2,Auto,2,2,2
37841039,3645,14/12/2014,5,893,3,99339.31,0.170182656,7,Manual,1,1,4
112588614,4041,3/06/2016,8,792,1,45309.5,0.230352765,1,Auto,4,5,2
11278746,7274,9/11/1984,5,837,3,3873.2,0.034750143,2,Auto,3,4,5
170168979,7157,13/12/2005,3,71,8,54054.96,0.37721178,1,Manual,2,4,5
17202104,2275,21/01/2010,7,518,7,64730.2,0.392539469,5,Auto,1,2,4
245895545,2924,2/06/1986,7,260,2,97430.86,0.249675191,7,Manual,4,5,2
928358066,2815,15/09/1981,3,531,4,51857.59,0.363318874,6,Manual,2,1,5
455896568,1553,19/07/1980,1,261,7,3281.41,0.190931308,2,Auto,4,4,1
745733967,9175,26/09/1992,3,599,7,8725.27,0.424692041,3,Auto,3,3,4
142133872,3553,26/09/2008,1,288,3,52320.7,0.375152769,2,Manual,1,1,3
802013987,9875,7/06/1982,7,725,1,75806.09,0.124829596,4,Auto,1,2,2
214982067,4095,1/04/2002,3,194,2,94332.31,0.354670709,1,Manual,5,5,1
954780019,5047,27/01/1974,8,274,3,11217.71,0.302255694,3,Auto,1,1,5
261136477,6862,9/05/2012,3,759,7,44104.07,0.208902444,2,Auto,2,4,2
166575846,9375,24/05/2001,5,595,7,7151.83,0.393217446,2,Auto,5,3,2
69849380,7059,15/01/2010,6,701,3,52211.23,0.009378204,3,Manual,5,3,1
896976139,7048,5/11/1988,7,273,10,75760.65,0.111307777,7,Manual,5,2,3
93957307,9819,4/07/1983,2,842,8,39799.93,0.449531097,1,Manual,3,1,5
83226547,5250,19/03/2002,8,583,10,60086.53,0.392090248,1,Auto,5,2,3
408539879,4822,28/12/1998,2,84,3,74692.84,0.377724938,7,Manual,5,5,4
371993349,4211,18/06/1982,8,855,5,32685.96,0.277558667,1,Auto,1,3,2
183027814,7281,20/07/2004,6,442,1,14453.83,0.285115484,1,Manual,4,4,5
600279900,3542,22/04/1991,1,517,7,18290.98,0.209491747,4,Auto,1,3,3
841192790,9674,7/04/1998,4,614,10,36591.23,0.456739341,3,Manual,3,2,3
241579762,4146,9/09/1995,1,354,8,24986.85,0.256115393,3,Manual,4,2,4
866699009,8324,27/09/1985,2,807,1,65801.27,0.063977968,7,Manual,5,5,3
408030678,7938,18/05/1981,6,751,10,50517.79,0.027214748,1,Manual,1,1,4
266682071,7689,20/12/1979,3,154,3,23872.21,0.307153268,3,Auto,1,3,4
773271760,1523,8/11/2006,1,485,6,27029.75,0.379565713,6,Auto,4,2,4
29652917,3659,9/06/2003,1,451,2,11476.81,0.35833054,5,Manual,1,4,5
410899581,1927,11/01/1995,8,11,1,67950.76,0.038609681,5,Manual,2,2,5
57573643,9891,5/08/1972,6,886,10,71455.76,0.01246284,1,Auto,1,3,4
931792795,5100,28/07/2016,4,781,4,77792.59,0.296848821,1,Auto,4,4,2
448389410,9237,6/11/2018,7,210,3,16776.21,0.261388156,3,Manual,5,3,5
668964847,1737,12/12/1981,2,295,9,37664.74,0.251810928,4,Manual,4,1,1
373362445,6902,7/03/1973,1,657,9,75938,0.321371028,6,Auto,2,4,4
696202016,2747,13/11/1976,8,561,8,41939.97,0.125447989,5,Manual,4,2,2
399467903,4390,8/07/1993,1,340,10,87021.62,0.226394208,6,Auto,5,5,2
905900746,3553,10/02/1991,4,405,7,91093.22,0.230888092,7,Manual,5,3,3
541901446,7917,23/01/2018,2,202,5,86939.58,0.45019099,3,Auto,3,1,3
853928722,408,17/12/1982,7,282,7,52785.38,0.49687001,2,Auto,1,3,5
23555651,6131,9/01/2008,8,841,2,68835.69,0.292583598,2,Manual,2,5,1
251708830,6818,6/04/1983,2,9,9,58928.28,0.002244928,7,Auto,4,4,4
342120505,8954,12/10/1977,1,379,8,93365.36,0.04659883,2,Auto,2,2,3
993017659,8706,22/05/2010,7,623,9,30822.83,0.032155623,1,Manual,5,2,4
777250933,7208,3/04/1971,3,444,1,71725.31,0.183925491,5,Manual,1,4,4
782503758,1757,8/10/1974,5,36,4,94897.59,0.138500422,3,Auto,1,2,5
350734658,3115,28/04/1997,5,196,10,96582.57,0.044777618,2,Auto,5,5,3
688507207,7411,2/06/1985,1,851,8,94296,0.252373342,3,Manual,4,1,4
959510738,2393,7/03/1981,4,163,7,48228.87,0.292551652,4,Manual,1,5,1
331938995,1117,16/06/1995,2,250,10,95452.17,0.451670131,2,Manual,4,3,1
443049293,6749,1/02/1973,6,131,9,8465.73,0.280694569,6,Auto,5,4,1
832921213,321,14/04/1992,4,366,8,39284.94,0.496526385,4,Auto,3,2,2
413664324,9944,14/06/1974,3,23,6,94168.63,0.458237832,1,Auto,5,4,2
926224732,6070,12/05/2020,3,357,5,36919.13,0.004713732,6,Manual,5,2,4
258173579,7042,5/06/1980,8,425,3,75979.01,0.122727786,6,Auto,1,1,3
283949009,3413,3/12/2020,7,599,9,38605.79,0.044052999,7,Auto,1,2,1
754682199,1329,19/08/2013,3,213,3,21778.55,0.345259782,5,Auto,2,4,2
760392433,8728,25/04/1973,7,594,9,5256.82,0.333570808,4,Auto,1,1,5
517144555,161,6/04/1990,4,46,3,11946.99,0.387513885,3,Auto,3,4,3
549087583,4025,8/02/2003,1,304,6,39719.03,0.208169813,3,Manual,1,5,4
495420648,8762,15/10/1981,1,30,4,2039.47,0.497432361,3,Auto,1,4,4
859256595,691,15/01/1988,5,43,4,66476.01,0.325277843,6,Manual,3,4,1
754486717,4778,17/12/1997,6,492,6,34975.71,0.084756706,4,Manual,5,4,5
50071648,9871,28/06/1977,4,67,2,69769.14,0.224648215,2,Auto,5,5,5
267160533,5688,13/02/2008,1,627,5,4190.45,0.10711309,7,Auto,1,2,1
696462213,2359,25/05/1970,2,426,4,86134.84,0.206554653,5,Auto,4,1,1
814033194,7084,5/06/2009,7,419,7,41196.16,0.098854893,4,Auto,5,2,2
941421100,1549,23/11/1974,5,458,4,1011.56,0.054352884,5,Manual,1,5,1
763359089,5699,17/07/1972,7,296,1,22797.96,0.238788735,4,Manual,3,3,5
399809402,9690,2/01/2000,8,581,7,88151.99,0.002491116,1,Manual,2,5,2
34668223,1205,23/08/1999,5,423,9,59733.53,0.475397337,7,Manual,3,1,2
261272486,1825,2/01/2015,7,230,7,21270.57,0.302169508,5,Manual,5,1,5
801590627,1901,23/12/1974,3,318,6,37271.18,0.326165916,2,Auto,5,3,1
311373296,880,16/12/2017,8,892,2,26055.75,0.446233504,5,Manual,4,3,2
505711016,5931,8/11/1995,3,626,4,67081.12,0.089367245,6,Auto,4,3,1
779049431,7802,26/10/1977,6,408,1,52996.57,0.067095034,2,Auto,1,1,2
983319700,1529,11/02/1991,4,877,5,23632.29,0.439255918,3,Manual,3,5,1
44913685,9301,5/06/2011,8,4,1,28383.65,0.029078727,4,Manual,3,1,4
917100746,7548,24/12/1995,4,63,8,32416.66,0.081668932,1,Manual,3,1,3
771819189,2927,23/12/1985,3,569,10,94610.25,0.062293329,1,Auto,3,1,2
902292330,9432,13/03/2006,4,491,7,55144.92,0.463629592,3,Auto,2,2,2
721802881,333,19/05/2005,3,493,1,1831.63,0.155727375,5,Manual,3,5,1
288010779,711,21/06/1978,5,714,1,89941.38,0.204330842,5,Auto,5,2,5
271018527,8316,2/02/1993,3,857,4,37274,0.088235998,2,Auto,1,4,5
652512532,1120,12/07/2000,8,872,6,99038.84,0.448499945,5,Manual,3,2,3
646400589,833,12/10/1975,3,900,10,63924.71,0.108652871,4,Auto,4,1,4
476761097,1602,22/03/1970,8,362,6,60904.86,0.138724289,1,Manual,2,1,2
458901235,8331,5/09/1977,2,855,9,743.33,0.168122565,3,Auto,5,4,2
92964052,8066,13/09/1997,1,580,3,88474.17,0.468709601,2,Auto,4,3,5
164835061,7890,3/12/1987,6,482,8,5107.42,0.441769746,6,Auto,1,1,2
147271573,7027,21/07/2006,3,809,3,53880.5,0.160161552,7,Auto,5,5,2
766581224,2662,16/03/1973,2,454,7,78927.42,0.056565241,3,Auto,1,4,3
895011502,3691,5/07/1988,5,413,1,29042.08,0.030725111,7,Manual,3,1,5
585259671,4465,17/03/1994,3,81,10,63385.2,0.258026921,6,Auto,3,5,3
430366735,3248,7/03/1987,3,787,2,90920.45,0.389968458,1,Manual,5,2,3
360211030,5959,24/10/2013,4,342,5,36321.55,0.17479873,1,Manual,2,1,2
795295000,5450,13/08/1996,8,267,7,61164.36,0.183945898,3,Manual,3,4,3
932754151,9738,25/01/1981,3,486,3,16545,0.383241568,2,Manual,5,2,4
363472314,3047,1/12/1981,5,184,6,40872.36,0.357002941,5,Manual,1,5,5
990196265,3048,25/03/2015,6,341,3,88763.38,0.230804808,3,Auto,1,1,1
10649942,1657,22/02/1996,8,670,2,16588.29,0.227763373,2,Manual,2,2,1
180626448,9815,22/05/2008,4,849,9,20711.1,0.003457428,7,Manual,2,5,3
754023225,7515,25/08/1996,4,664,1,68551.56,0.394304864,7,Manual,2,3,1
881989925,258,16/03/2013,5,723,4,47087.05,0.43146098,7,Manual,1,2,4
809722004,4864,10/04/1976,8,535,7,83838.97,0.434284759,1,Auto,4,2,2
391608958,6564,18/09/1988,4,897,4,53866.64,0.29448707,7,Manual,3,2,5
642352997,2661,8/08/2010,1,566,4,93260.04,0.313968503,3,Manual,2,4,5
541387254,28,6/09/1973,4,534,5,39251.82,0.037319149,1,Auto,4,1,4
525521068,7597,19/09/1983,2,107,7,1477.26,0.40638035,3,Auto,2,2,5
349905803,9436,17/05/2009,6,839,8,81005.02,0.208627507,1,Auto,3,5,3
169060051,2843,14/09/2004,7,517,7,65520.51,0.134922128,7,Manual,5,3,3
409890103,245,10/12/2002,3,92,3,97059.75,0.474874691,2,Manual,5,5,3
654792587,8727,28/01/1973,1,598,2,58669.07,0.345412364,3,Manual,1,3,5
425387282,5675,22/03/1975,7,461,9,7674.83,0.030780652,1,Manual,3,3,1
919636739,1265,4/03/2012,5,527,1,8494.16,0.068349788,2,Manual,3,5,5
467852811,5479,4/02/2014,1,327,8,66881.81,0.368027306,1,Auto,3,5,3
126807210,1670,15/10/1998,7,831,5,73927.59,0.310931836,6,Auto,1,2,4
224717672,600,21/08/1974,8,192,6,30728.83,0.47733761,7,Auto,1,5,1
315179003,7151,4/05/2008,4,626,9,18099.62,0.402788575,6,Manual,1,1,5
106782875,4317,24/07/1992,3,426,5,41370.43,0.226294928,7,Auto,3,5,2
542243218,8633,2/07/1997,7,75,3,86204.65,0.215818443,6,Auto,5,3,1
593359432,682,7/12/2021,8,300,4,66049.19,0.335011906,3,Manual,1,3,1
956774548,6356,27/01/1978,5,716,9,89515.97,0.057194117,7,Manual,1,2,3
729771819,9231,13/01/2017,1,478,10,1821.47,0.0634064,7,Manual,3,2,3
103206970,9313,1/07/1986,3,137,4,7273.76,0.21840233,3,Auto,1,1,1
378962610,3791,8/07/2013,7,69,2,14755.09,0.175648232,2,Auto,1,2,2
764916995,5271,15/02/1983,4,840,6,9834.75,0.290637573,6,Manual,5,2,1
450223264,3986,8/12/1984,7,120,10,24667.8,0.061661789,5,Auto,1,5,3
417572461,1476,11/06/2007,8,586,9,54301.66,0.066414092,6,Auto,4,1,1
61150960,7759,11/11/1990,1,148,9,14291.73,0.250823826,7,Auto,2,2,2
482392729,7641,28/09/2012,1,456,8,12792.64,0.125230452,5,Auto,5,5,4
217584942,5156,15/04/1980,2,273,1,78686.38,0.327466314,4,Manual,2,3,4
570595063,9414,19/04/2004,7,577,6,32262.03,0.479289211,6,Manual,1,1,4
669062393,6306,24/11/2011,8,740,2,7752.72,0.091028566,4,Manual,3,3,4
263795163,4842,14/08/2007,6,733,6,10556.94,0.225046691,4,Manual,1,5,3
942453790,7052,10/01/1986,1,462,4,93094.69,0.08466577,6,Manual,4,1,2
243701568,4733,20/10/2008,6,305,2,10129.9,0.016179875,2,Manual,1,1,3
802191554,1729,11/10/1987,6,424,9,51149.6,0.092984864,1,Manual,2,5,3
328340088,611,2/03/2016,1,273,4,69620.01,0.355505721,1,Manual,1,3,4
812431615,772,28/02/2019,1,414,2,85815.41,0.433325112,2,Auto,3,4,1
463715198,1581,28/09/2017,8,282,7,61619.23,0.183864613,2,Auto,5,3,2
16591654,4256,4/08/2016,1,479,2,86378.4,0.002042946,6,Auto,2,4,3
457886224,7208,5/07/2009,6,798,3,5687.28,0.09507657,4,Manual,2,4,2
83351205,779,5/11/2015,6,129,1,7611.74,0.071719846,7,Auto,5,4,3
189387940,289,1/07/2010,4,914,7,88492.63,0.440193165,5,Auto,3,4,4
877671150,4591,9/03/1971,3,751,4,61326.2,0.319809159,7,Manual,2,1,2
829235662,9283,8/03/1982,2,251,1,94439.73,0.114085025,2,Manual,3,2,1
402766861,7054,3/12/2011,7,752,2,8088.39,0.41517736,1,Auto,2,4,3
855883155,4152,16/06/2009,7,27,5,51358.46,0.421161531,4,Auto,1,2,1
527265202,9459,17/04/1984,8,284,9,40983.86,0.13816667,4,Auto,1,1,2
412708684,8810,15/03/2012,2,816,7,50065.28,0.131474463,4,Auto,4,3,1
865844164,4344,15/11/1973,7,488,2,61379.55,0.419218065,2,Manual,2,1,4
42837637,9094,18/08/2017,8,848,10,21508.3,0.120579081,5,Manual,1,2,2
305113337,2940,5/02/2014,6,710,6,26684.01,0.184893368,6,Auto,5,1,5
631551765,7080,11/01/1978,8,63,8,9110.09,0.085882122,7,Auto,3,2,1
245444122,8206,27/06/1992,3,232,5,52831.5,0.012833656,4,Auto,2,1,2
383384315,7427,15/08/1987,5,557,3,74185.94,0.290718253,6,Auto,4,5,5
830866735,2753,23/04/2010,1,458,1,55179.53,0.400313692,3,Manual,1,3,5
808214544,471,19/03/2016,7,22,3,77915.25,0.325360624,7,Auto,2,2,4
81638801,8946,3/08/2000,2,904,7,35082.21,0.46536073,3,Auto,2,3,1
222035717,2600,21/07/1999,2,380,3,3740.39,0.101645576,7,Manual,1,1,1
298957026,8296,10/07/2015,5,295,7,47473.62,0.054789703,5,Auto,1,3,3
932891922,5178,26/04/2004,4,626,2,60164.17,0.037059073,3,Manual,2,3,5
88088928,5991,5/11/1991,3,841,6,36301.07,0.358003816,1,Auto,4,4,1
860191228,2350,10/08/2018,7,20,4,15698.75,0.478791042,5,Auto,2,3,3
397394612,3438,13/01/2005,7,172,2,32875.72,0.252712099,2,Manual,1,2,4
66032393,6586,13/09/1983,6,773,4,57276.76,0.142036909,6,Manual,3,5,1
424504314,8218,5/05/1999,6,313,7,15135.31,0.079973078,4,Manual,3,3,4
620378887,1215,18/01/2005,2,261,7,99899.61,0.438950026,7,Auto,5,1,5
859101230,5892,21/05/2011,1,823,4,93412.66,0.0219169,3,Auto,4,5,5
114628034,6245,16/04/1993,8,424,2,57696.74,0.112697577,7,Manual,5,2,1
321357501,4845,13/02/2003,7,176,2,53380.15,0.361146914,1,Auto,1,5,1
297392542,3848,28/09/1988,2,744,7,57031.55,0.128634513,1,Manual,1,4,2
114592777,567,26/09/1970,4,86,2,58053.46,0.032214513,2,Manual,3,1,2
564569610,8790,28/04/1972,7,747,4,97222.41,0.248025068,5,Manual,5,5,3
227774249,8469,21/12/2006,8,571,1,26719.73,0.105483969,3,Manual,2,3,4
763518822,1445,10/12/2018,7,573,6,50423.07,0.465131604,3,Manual,3,4,5
79207001,6128,13/08/2005,7,757,8,38452.57,0.336936428,1,Manual,2,4,1
202275512,8170,24/02/2008,2,758,6,68402.33,0.498996079,1,Auto,5,5,1
388649317,1907,15/10/2008,5,237,10,2480.25,0.304837562,3,Manual,3,5,3
168468064,162,13/10/1983,1,385,8,40977.86,0.422224675,1,Auto,2,3,5
454814219,8097,10/04/2010,4,376,2,92092.46,0.086496935,2,Manual,1,5,4
14274227,4422,23/09/2004,4,806,3,77569.89,0.35603224,3,Auto,5,4,3
983147398,2847,24/10/2018,8,900,8,95446.94,0.018786606,4,Auto,3,5,2
317892917,4405,15/04/2016,3,601,5,70793.15,0.327339993,4,Manual,2,2,1
916468758,4532,5/08/1984,7,448,9,69981.23,0.090610759,2,Manual,3,5,5
923710943,7010,28/03/1999,4,72,7,14340.49,0.404058675,5,Manual,1,1,5
88019568,7127,17/12/2011,3,489,9,26830.12,0.481765883,2,Manual,1,3,2
906442408,9757,20/03/1976,6,355,1,11483.09,0.265620959,4,Manual,3,2,1
629414091,3433,16/06/1976,7,594,3,13136.41,0.427763652,7,Manual,3,1,5
680362251,6312,9/09/2002,3,765,1,50290.94,0.20580611,6,Manual,4,3,1
354058217,7576,7/01/2001,2,830,10,1147.99,0.4976726,5,Manual,3,3,4
589742420,5668,22/06/2008,4,830,8,92649.29,0.440367224,7,Auto,5,4,1
787023262,6065,8/03/1980,8,906,3,91668.64,0.291316284,1,Manual,4,3,4
518232049,552,16/06/2007,4,61,7,66313.58,0.186515794,4,Manual,4,2,5
941832946,2367,6/06/1978,6,289,1,71426.14,0.222119742,2,Manual,3,1,4
589195433,7376,13/11/1976,8,251,2,81623.88,0.317397005,2,Manual,1,5,5
488274110,8164,3/01/1978,4,615,2,95071.98,0.322348166,4,Auto,5,4,2
341620254,1542,17/11/2000,2,113,9,70790.56,0.28245716,7,Manual,1,1,3
161328722,5162,6/12/2009,2,908,7,97607.91,0.408608443,2,Manual,1,4,5
202747301,4175,16/02/2003,4,705,8,52049.63,0.154050635,5,Auto,3,2,1
680412033,7136,13/09/2000,1,619,1,61287.13,0.28249214,5,Auto,4,3,1
346244569,1143,22/03/1997,7,398,7,29272.45,0.465669817,7,Auto,4,4,1
628900314,8645,28/10/2005,1,295,7,90459.95,0.124429195,4,Auto,3,1,3
825237634,2857,6/08/2008,4,764,8,75883.77,0.028068624,6,Auto,3,1,4
311388417,589,2/04/2015,8,820,7,95029.85,0.325461811,6,Auto,1,3,2
495403826,4486,26/04/2020,5,857,3,86260.58,0.236665847,6,Auto,4,4,5
893590986,3293,28/02/1975,7,208,9,86659.34,0.421815247,5,Manual,1,3,1
326171324,9476,13/03/2004,6,209,10,35026.39,0.254374779,7,Manual,5,1,3
215943618,1065,20/03/1989,5,560,1,95543.94,0.442665613,6,Auto,4,5,2
521572646,8794,7/10/2008,3,841,6,92626.89,0.41228754,7,Manual,3,2,2
542813839,6865,26/01/1991,3,75,3,20729.49,0.141576102,7,Manual,2,2,1
913250451,6891,15/06/2006,7,197,4,99481.7,0.012730361,3,Auto,4,5,5
932144928,3075,24/05/1976,8,750,4,54187.65,0.036903414,6,Manual,2,4,1
889527409,4882,2/10/2011,1,534,8,7431.91,0.326825613,1,Auto,2,4,4
399662192,5593,28/03/1978,6,802,4,43968.69,0.176156338,1,Auto,2,4,5
193765756,9681,23/05/2017,7,529,2,82058.75,0.100199665,2,Manual,2,1,5
418925124,3331,14/06/2001,6,460,6,60368.11,0.480320145,2,Auto,3,5,1
574861760,9164,22/03/2003,7,37,4,56016.54,0.040395633,1,Auto,5,3,2
89943109,467,21/04/2002,4,663,5,24662.97,0.097915039,5,Manual,1,3,3
861626210,5169,18/02/1975,7,805,4,22769.78,0.020267122,4,Manual,2,4,3
361101801,2307,12/05/2015,1,303,5,87133.65,0.399859846,7,Manual,5,2,2
284370417,1804,24/10/2021,3,36,4,11055.15,0.490124736,7,Auto,3,4,4
429856525,9505,9/11/1983,6,291,7,41371.24,0.395773861,6,Auto,5,2,3
590133519,5655,2/09/1987,4,221,1,48194.32,0.445523774,1,Manual,4,2,4
750152283,1098,16/06/1971,1,858,3,92280.23,0.455091604,6,Manual,3,1,5
709451782,9621,9/02/1993,2,289,6,20414.62,0.343260805,7,Auto,3,4,3
905919157,4384,25/03/2008,3,694,5,64291.73,0.129680361,3,Auto,4,1,5
806323473,6137,11/03/1991,3,639,2,52274.86,0.182020822,3,Manual,3,4,2
979664867,8406,19/01/2010,1,201,8,91283.62,0.141057927,3,Manual,5,4,2
550418481,2512,3/10/1972,8,380,1,49147.19,0.32094139,3,Auto,1,1,5
43895376,6292,21/07/2005,5,41,5,85913.59,0.213292326,2,Manual,2,1,5
872879267,6209,12/11/2000,5,681,8,62532.32,0.079792632,4,Auto,4,5,3
914194796,327,8/04/1989,2,214,3,22911.32,0.315080192,1,Auto,4,3,2
634394639,7993,27/09/2000,1,657,1,47781.44,0.436794762,5,Manual,3,2,5
781845114,3960,24/03/1982,2,493,5,15355.66,0.002127341,7,Manual,3,2,1
83517387,1082,24/02/1992,3,269,7,90070.26,0.187672957,7,Manual,2,4,4
862369738,849,26/07/1984,7,47,8,53714.9,0.030807838,1,Auto,2,2,4
832938497,6911,3/06/1977,4,437,3,34724.2,0.483458884,6,Manual,1,1,5
209914356,1131,22/09/1983,2,216,7,81533.86,0.48526363,3,Auto,2,1,1
732357900,8064,12/06/1978,5,469,3,31629.91,0.051422211,2,Auto,3,1,1
804379548,6386,1/12/2017,1,231,5,40348.08,0.190096664,2,Manual,4,4,5
831757397,1121,23/01/1979,2,320,2,58173.35,0.378910656,4,Auto,3,5,3
207682394,346,26/05/2018,2,608,5,85920.68,0.467407228,4,Manual,3,3,1
184497012,3695,28/09/1975,6,619,1,12399.23,0.460281608,5,Manual,1,3,3
488286759,4595,19/07/1970,5,763,4,40942.59,0.025904916,2,Manual,1,1,3
445957849,4666,11/05/2002,3,639,10,42156.64,0.152629495,2,Auto,3,2,5
237375560,8987,20/06/1997,3,409,4,16578.93,0.045569572,4,Auto,1,2,3
122405707,5093,15/11/1995,2,119,6,6918.95,0.190776787,4,Auto,3,1,5
331097127,1410,2/10/1992,6,428,2,62170.56,0.466815653,3,Manual,2,2,3
373765600,6046,20/04/2018,5,625,6,12057.55,0.326012819,5,Manual,3,5,2
32585412,1993,2/04/2007,2,223,9,15690.78,0.448253062,1,Manual,1,4,2
603452333,5479,18/07/1995,2,221,3,82866.12,0.296607354,3,Manual,1,4,2
198613435,4500,1/09/1996,4,596,6,23095.65,0.133140128,3,Manual,5,5,2
77068561,1498,4/07/2018,7,162,9,68473.06,0.046506605,6,Manual,4,2,2
851048372,219,28/07/1986,5,327,2,38360.27,0.096629702,6,Auto,2,1,3
693584299,7157,23/03/2019,3,33,5,64157.31,0.147039955,3,Manual,2,1,1
698834173,3879,25/10/2015,7,211,6,7870.88,0.060443331,2,Manual,3,5,5
848302235,1908,22/10/1995,8,167,4,53551,0.110345795,5,Manual,4,1,4
825060569,6144,15/03/1983,8,210,2,5414.23,0.33479982,5,Manual,2,4,4
515379941,5815,10/04/1975,2,308,9,8257.22,0.382559636,1,Manual,3,1,2
630540957,5472,4/12/1983,5,855,10,51233.3,0.080308016,6,Manual,3,3,3
470764788,6080,15/12/1983,1,427,1,82447.86,0.151088553,4,Auto,3,1,4
200079152,6702,22/02/2011,4,785,10,9550.18,0.035154815,2,Auto,1,2,5
971078604,7751,14/04/2013,7,628,7,96000.1,0.230087143,1,Auto,4,5,2
239905300,6913,6/05/1997,5,905,10,25908.18,0.215303256,4,Manual,1,4,4
787562402,1157,6/11/1984,2,149,4,8495.35,0.409024431,7,Manual,4,2,3
669818398,7586,4/09/1978,8,484,6,39518.51,0.075716281,2,Manual,5,2,3
280462849,2260,26/08/1992,7,199,5,56201.84,0.238415383,6,Auto,1,2,1
159348879,6715,18/04/2008,1,230,4,99078.48,0.326936551,1,Auto,1,1,4
315649965,6919,21/08/1973,2,438,5,74254.63,0.241049335,7,Auto,1,5,3
568062229,9048,22/09/1974,3,880,10,64499.12,0.095745357,4,Auto,4,4,3
674585767,6164,18/01/1976,2,204,7,7127.3,0.332748715,6,Auto,3,1,2
149008969,4266,10/02/1977,1,388,10,34984.34,0.215106506,2,Auto,1,3,2
170510037,9125,12/12/2010,2,215,6,58086.61,0.443331414,1,Auto,3,5,4
279974409,9765,27/04/1977,6,15,1,54845.63,0.196034952,7,Auto,2,3,2
682966964,6088,17/05/2009,5,811,8,8547.74,0.054386738,2,Auto,5,4,5
797259158,9972,19/08/1982,7,153,10,93515.04,0.360095293,4,Manual,1,4,1
